,title,authors,isbn,average_rating,ratings_count,text_reviews_count,best_seller
9045,The Way The Crow Flies,Ann-Marie MacDonald,60586370,4.09,11330,1011,True
9046,The Wealth Of Nations,Adam Smith/Robert B. Reich,679783369,3.88,1165,62,True
9047,The Wealth Of Networks: How Social Production Transforms Markets And Freedom,Yochai Benkler,300110561,3.97,1568,47,
9048,The Wealthy Barber: Everyone'S Common-Sense Guide To Becoming Financially Independent,David H. Chilton,761501665,4.02,66,4,
9049,The Wedding,Nicholas Sparks,446615862,3.99,126629,5295,True
9050,The Wedding Clause,Debbie Raleigh,821778250,3.6,95,13,True
9051,The Wedding Night,Jayne Ann Krentz,1551668513,3.45,795,23,True
9052,The Week-End Book,Francis Meynell/John Julius Norwich/Francis Maynell,1585678139,3.67,31,7,True
9053,The Weekend Novelist,Robert J. Ray/Bret Norris,823084507,3.67,368,36,
9054,The Weekenders: Travels In The Heart Of Africa,W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,91881803,3.16,123,12,
9055,The Weimar Republic: The Crisis Of Classical Modernity,Detlev J.K. Peukert/Richard Deveson,809015560,3.84,198,11,
9056,The Well At The World'S End: Volume I,William Morris/Lin Carter,1587150883,3.81,257,22,
9057,The Well At The World'S End: Volume Ii,William Morris,1587150891,3.9,14,1,
9058,The Well Of Lost Plots,Jasper Fforde,143034359,4.1,31540,1434,
9059,The Western Canon: The Books And School Of The Ages,Harold Bloom,1573225142,3.86,2141,167,
9060,The Westing Game,Ellen Raskin,014240120X,4.02,142121,8782,True
9061,The Whalestoe Letters,Mark Z. Danielewski,375714413,4.04,2112,96,True
9062,The Wheel Of Darkness,Douglas Preston/Lincoln Child,1594839417,3.93,41,9,True
9063,The Wheel Of Life: A Memoir Of Living And Dying,Elisabeth Kübler-Ross,684846314,4.16,1080,112,
9064,The Wheel Of Time: The Shamans Of Mexico Their Thoughts About Life Death & The Universe,Carlos Castañeda,074341280X,4.03,956,37,
9065,The Whipping Boy,Sid Fleischman/Peter Sís,60521228,3.57,21191,1162,True
9066,The White Album,Joan Didion,374522219,4.17,11889,738,True
9067,The White Castle,Orhan Pamuk/Victoria Rowe Holbrook,571164668,3.46,6994,431,True
9068,The White House,Debra Hess,761417125,4,3,2,True
9069,The White Lioness,Henning Mankell/Laurie Thompson,99464691,3.84,12367,709,True
9070,The White Man'S Burden: Why The West'S Efforts To Aid The Rest Have Done So Much Ill And So Little Good,William Easterly,143038826,3.83,4473,232,
9071,The White Masai,Corinne Hofmann/Peter Millar,61131520,3.45,4504,491,True
9072,The White Road,Cynthia Harrod-Eagles,751533459,4.27,195,8,True
9073,The White Widow,Jim Lehrer,189162041X,3.04,181,19,True
9074,The White Wolf'S Son: The Albino Underground,Michael Moorcock,446617458,3.88,283,8,
9075,The Whole World Is Watching: Mass Media In The Making & Unmaking Of The New Left,Todd Gitlin,520040244,3.73,10,1,
9076,The Whole World Is Watching: Mass Media In The Making And Unmaking Of The New Left With A New Preface,Todd Gitlin,520239326,3.73,83,6,
9077,The Whore'S Child And Other Stories,Richard Russo,009943752X,3.75,2738,252,True
9078,The Wicked,L.A. Banks,312352360,4.41,1778,36,True
9079,The Wicked Day,Mary  Stewart,60548282,4.09,10055,244,True
9080,The Wicked Wit Of Charles Dickens,Shelley Klein/Charles Dickens,1854790471,3.55,30,6,
9081,The Wife,Sigrid Undset/Tiina Nunnally/Sherrill Harbison,141181281,4.15,2116,164,True
9082,The Wild Boys,William S. Burroughs,802133312,3.6,2977,124,True
9083,The Wild Shore,Kim Stanley Robinson,312890362,3.75,2457,170,True
9084,The Wild Swans,Peg Kerr,446608475,3.67,352,37,True
9085,The Wild Trees: A Story Of Passion And Daring,Richard   Preston,1400064899,4.09,5588,942,
9086,The Wildlife Of Star Wars,Terryl Whitlatch/Bob Carrau,811828697,4.42,417,27,
9087,The Will To Believe  Human Immortality And Other Essays In Popular Philosophy,William  James,486202917,4.07,455,25,
9088,The Will To Change: Men  Masculinity  And Love,bell hooks,743456084,4.36,2574,322,
9089,The Will To Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,394704371,4.05,7931,132,
9090,The Wind Done Gone,Alice Randall,618219064,3.07,1698,283,True
9091,The Wind In The Willows,Kenneth Grahame/Gillian Avery,143039091,3.99,147748,3490,True
9092,The Wind Thief,Judi Barrett/Diane Dawson Hearn,689305648,3.8,4,1,True
9093,The Wind-Up Bird Chronicle,Haruki Murakami/Jay Rubin,679446699,4.17,301,67,
9094,The Winds Of War,Herman Wouk,316952664,4.37,47239,1251,True
9095,The Wings Of Merlin,T.A. Barron,441010245,4.11,6211,63,True
9096,The Winter Of Our Discontent,John Steinbeck/Susan Shillinglaw,143039482,3.99,32091,1517,
9097,The Winter'S Tale,William Shakespeare/Susan Snyder/Deborah T. Curren-Aquino,521293731,3.7,18126,587,True
9098,The Winthrop Woman,Anya Seton/Philippa Gregory,155652644X,4.09,4258,326,True
9099,The Wisdom Of Life,Arthur Schopenhauer/Thomas Bailey Saunders,486435504,4.14,1487,77,True
9100,The Wise Men: Six Friends And The World They Made,Walter Isaacson/Evan Thomas,684837714,4.07,2664,78,
9101,The Wise Woman,Philippa Gregory,6514642,3.32,6774,529,True
9102,The Wish Giver: Three Tales Of Coven Tree,Bill Brittain/Andrew Glass,64401685,3.83,2201,218,True
9103,The Wish List,Eoin Colfer,439443369,3.77,13988,589,True
9104,The Wishbones,Tom Perrotta,425169715,3.5,2172,158,True
9105,The Wit &  Wisdom Of Winston Churchill,James C. Humes/Richard M. Nixon,60925779,3.98,181,15,
9106,The Wit And Wisdom Of Abraham Lincoln: A Book Of Quotations,Abraham Lincoln/Bob Blaisdell,486440974,4.15,461,33,
9107,The Wit And Wisdom Of Mark Twain,Mark Twain,486406644,4.2,970,53,True
9108,The Witch Family,Eleanor Estes/Edward Ardizzone,015202610X,4.07,2550,98,
9109,The Witches Of Worm,Zilpha Keatley Snyder,440802504,3.69,40,12,True
9110,The Witching Hour,Anne Rice,99471426,4.11,87816,2577,True
9111,The Wizard,Gene Wolfe,765350505,3.86,2595,104,True
9112,The Wizard Of London,Mercedes Lackey,756403634,3.79,6145,202,True
9113,The Wizard Of Oz,Salman Rushdie/Richard Maltby/Melvyn Bragg,851703003,4,749,54,True
9114,The Wizard'S Apprentice,Jackie French Koller/Rebecca Guay,689855923,3.8,353,20,
9115,The Wolf Shall Dwell With The Lamb: A Spirituality For Leadership In A Multicultural Community,Eric H.F. Law,082724231X,3.77,115,21,
9116,The Wolf'S Hour,Robert R. McCammon,671731424,4.06,8741,326,True
9117,The Woman In Black,Susan Hill/John Lawrence,1567921892,3.71,31467,3061,True
9118,The Woman In White,Wilkie Collins/Matthew Sweet,141439610,4,108060,5168,True
9119,The Woman Warrior,Maxine Hong Kingston,679721886,3.73,21189,1195,True
9120,The Woman Who Rode Away And Other Stories,D.H. Lawrence/Christa Jansohn,521294304,3.49,27,1,
9121,The Women'S War,Alexandre Dumas/Robin Buss,140449779,3.93,292,23,True
9122,The Wonder Years: Helping Your Baby And Young Child Successfully Negotiate The Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,553804766,3.51,55,9,
9123,The Wonderful Story Of Henry Sugar And Six More,Roald Dahl,037581423X,4.14,15116,663,
9124,The Wood Boy / The Burning Man,Raymond E. Feist/Tad Williams/Mat Broome/Robin Gillespie/Sean J. Jordan/Brett Booth,976401118,3.63,363,13,
9125,The Work Of Mourning,Jacques Derrida/Pascale-Anne Brault/Michael Naas,226142817,4.2,167,7,True
9126,The Work Of The Sun,Teresa Edgerton,441909116,4,157,5,True
9127,The Work Of Work Servitude  Slavery And Labor In Medieval England,Allen J. Frantzen/Ruth Mazo Karras/Madonna J. Hettinger/Elizabeth Stevens Girsch/John Ruffing/George Ovitt Jr./Ross Samson/Niall Brady/Douglas Moffat/David Aers/Louise M. Bishop,1873448031,3,1,0,
9128,The Working Poor: Invisible In America,David K. Shipler,375708219,4.03,4929,369,
9129,The Works And Days/Theogony,Hesiod,1419188518,3.75,3,0,True
9130,The Works And Days/Theogony/The Shield Of Herakles,Hesiod/Richmond Lattimore,472081616,3.97,90,8,
9131,The World  The Text  And The Critic,Edward W. Said/إدوارد سعيد,674961870,4.18,198,6,True
9132,The World And Other Places: Stories,Jeanette Winterson,375702369,3.86,1962,110,
9133,The World As Will And Representation  Vol. 1,Arthur Schopenhauer/Judith Norman/E.F.J. Payne/Alistair Welchman/Christropher Janaway,486217612,4.19,7475,126,
9134,The World Is Flat: A Brief History Of The Twenty-First Century,Thomas L. Friedman,374292795,3.68,87570,2800,
9135,The World Made Straight,Ron Rash,312426607,3.87,2143,254,True
9136,The World Of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,1885586426,4,3,1,True
9137,The World Of Mr. Mulliner,P.G. Wodehouse,140281703,4.32,345,30,
9138,The World Of Peter Rabbit,Beatrix Potter,723257639,4.62,220,14,True
9139,The World Treasury Of Physics  Astronomy & Mathematics From Albert Einstein To Stephen W. Hawking & From Annie Dillard To John Updike,Timothy Ferris,316281336,4.13,371,12,
9140,The World'S First Love: Mary  Mother Of God,Fulton J. Sheen,898705975,4.59,641,63,
9141,The World'S Last Night: And Other Essays,C.S. Lewis,156027712,4.18,1097,117,
9142,The World'S Religions,Huston Smith,62508113,4.07,8741,306,True
9143,The Worm Ouroboros,E.R. Eddison/Keith   Henderson,486447405,3.71,2956,239,
9144,The Worthing Saga,Orson Scott Card,812533313,3.85,8064,299,True
9145,The Wounded Healer: Ministry In Contemporary Society,Henri J.M. Nouwen,232521026,4.26,8024,317,True
9146,The Wreath,Sigrid Undset/Tiina Nunnally,141180412,4.02,3831,473,True
9147,The Writer Of Modern Life: Essays On Charles Baudelaire,Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland,674022874,4.3,267,4,
9148,The Year Of Magical Thinking,Joan Didion,140004314X,3.89,2656,336,True
9149,The Year Of The Death Of Ricardo Reis,José Saramago/Giovanni Pontiero,1860465021,4.02,3826,191,
9150,The Years,Virginia Woolf,141185325,3.77,2867,174,True
9151,The Years Of Rice And Salt,Kim Stanley Robinson,553580078,3.73,9344,995,
9152,The Yiddish Policemen'S Union,Michael Chabon,7149824,3.71,53300,5699,
9153,The Younger Gods,David Eddings/Leigh Eddings,446613320,3.34,4541,85,True
9154,The Zahir,Paulo Coelho/Margaret Jull Costa,60832819,3.57,58917,2575,True
9155,The Zanzibar Chest,Aidan Hartley,1594480117,4.01,2218,172,True
9156,The Zebra Wall,Kevin Henkes,60733039,3.44,217,24,True
9157,The Zen Gardening Kit/Book And Japanese Rock Garden,Daniel Abdal-Hayy Moore,1561381489,3.16,29,2,
9158,The Zen Of Css Design: Visual Enlightenment For The Web,Dave Shea/Molly E. Holzschlag,321303474,3.98,793,28,
9159,The Zero,Jess Walter,60898658,3.51,1976,297,True
9160,The Zucchini Warriors,Gordon Korman,590441744,4.01,1160,42,
9161,The Zürau Aphorisms,Franz Kafka/Michael Hofmann/Geoffrey Brock/Roberto Calasso,805212078,3.75,648,57,
9162,Theater Shoes,Noel Streatfeild/Diane Goode,679854347,4.02,4461,158,True
9163,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,872205851,3.97,109,7,
9164,Theft: A Love Story,Peter Carey,307263711,3.43,2561,277,True
9165,Their Eyes Were Watching God,Zora Neale Hurston/Ruby Dee,60776536,3.91,421,99,
9166,Their Sisters' Keepers: Women'S Prison Reform In America  1830-1930,Estelle B. Freedman,472080520,4.27,22,2,
9167,Them,Joyce Carol Oates/Elaine Showalter,345484401,3.71,2686,230,True
9168,Them: Adventures With Extremists,Jon Ronson,743233212,3.95,11990,831,
9169,Theocritus: Select Poems: Select Poems,Theocritus/Kenneth James Dover,862921473,3,1,1,
9170,Theodore Rex,Edmund Morris,812966007,4.19,38131,911,
9171,Theogonia  Opera Et Dies  Scutum  Fragmenta Selecta,Hesiod/Friedrich Solmsen/Reinholdo Merkelbach,198140711,4.06,9,1,
9172,Theogony / Works And Days,Hesiod/M.L. West,192839411,3.75,9276,163,
9173,Theogony/Works And Days/Shield,Hesiod/Apostolos N. Athanassakis,801879841,3.97,83,4,
9174,Theories Of Relativity,Barbara Haworth-Attard,805077901,3.91,760,75,
9175,Theory Of Colours,Johann Wolfgang von Goethe/Deane B. Judd,262570211,4.06,694,20,
9176,There Are No Children Here: The Story Of Two Boys Growing Up In The Other America,Alex Kotlowitz,385265565,4.27,12092,837,
9177,There Is Nothing Wrong With You: Going Beyond Self-Hate,Cheri Huber/June Shiver,971030901,4.18,1623,101,
9178,There Was A Cold Lady Who Swallowed Some Snow!,Lucille Colandro/Jared Lee/Skip Hinnant,439895561,3.85,14,1,
9179,There'S A,Laurie Notaro,1400065011,3.55,36,8,
9180,There'S A Spiritual Solution To Every Problem,Wayne W. Dyer,60192305,4.27,5738,129,
9181,There'S Always Enough: The Miraculous Move Of God In Mozambique,Rolland Baker/Heidi Baker,1852402873,4.46,34,6,
9182,There'S No Place Like Here,Cecelia Ahern,1401301886,3.67,1926,314,
9183,There'S No Such Place As Far Away,Richard Bach/H. Lee Shapiro/دل آرا قهرمان,385319274,3.93,2737,83,
9184,There'S No Toilet Paper . . . On The Road Less Traveled: The Best Of Travel Humor And Misadventure,Doug Lansky,1932361278,3.38,413,53,
9185,These Happy Golden Years,Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,006056508X,4.19,105,12,
9186,They Cage The Animals At Night,Jennings Michael Burch,451159411,4.32,7999,670,True
9187,They Came From Below,Blake Nelson,765314231,3.66,189,42,True
9188,They Dare To Speak Out: People And Institutions Confront Israel'S Lobby,Paul Findley,155652482X,4.07,106,5,
9189,They Do It With Mirrors,Agatha Christie/Rosemary Leach,1559277580,3.76,2,0,True
9190,Thicker Than Water,P.J. Parrish,786014202,4.09,414,37,True
9191,Thin Air,Robert B. Parker/David Dukes,425152901,3.9,4055,141,
9192,Things Fall Apart: An Adapted Classic,Chinua Achebe,130235016,3.66,43,0,
9193,Things Pondered: From The Heart Of A Lesser Woman,Beth Moore,805427317,4.09,283,24,
9194,Things To Bring  S#!T To Do: And Other Inventories Of Anxiety: My Life In Lists,Karen Rizzo,1584795425,3.67,48,12,
9195,Things: A Story Of The Sixties; A Man Asleep,Georges Perec/David Bellos/Andrew Leak,1567921574,3.98,1062,63,
9196,Think And Grow Rich,Napoleon Hill,1932429239,4.18,48,9,
9197,Think And Grow Rich: The Landmark Bestseller Now Revised And Updated For The 21St Century,Napoleon Hill,1585424331,4.18,88897,2334,
9198,Think Like A Cat: How To Raise A Well-Adjusted Cat—Not A Sour Puss,Pam Johnson-Bennett,965013014,4.06,543,69,
9199,Think Like A Guy: How To Get A Guy By Thinking Like One,Giuliana DePandi,312354371,3.15,115,23,
9200,Think On These Things,Jiddu Krishnamurti/D. Rajagopal,60916095,4.36,2509,137,
9201,Thinking Visually,Mark Wigan,2940373159,3.62,51,5,True
9202,Thinner,Richard Bachman/Stephen King,451190750,3.71,155020,1513,
9203,Thirst,Mary Oliver,807068969,4.36,3689,351,True
9204,Thirteen Moons,Charles Frazier,375509321,3.69,10534,1578,True
9205,Thirteen Moons On Turtle'S Back,Joseph Bruchac/Jonathan London/Thomas Locker,698115848,4.08,318,40,
9206,Thirty Years That Shook Physics: The Story Of Quantum Theory,George Gamow,048624895X,4.19,958,28,
9207,This Alien Shore,C.S. Friedman,886777992,4.04,3147,197,
9208,This Boy'S Life,Tobias Wolff,802136680,3.98,22828,1304,True
9209,This Christmas,Jane Green/Jennifer Coburn/Liz Ireland,821778064,3.19,1153,92,
9210,This Craft Of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,674008200,4.32,811,70,
9211,This Is Berlin: Reporting From Nazi Germany 1938-40,William L. Shirer/John Keegan/Inga Shirer Dean,1585672793,4.24,155,5,
9212,This Is New York,Miroslav Sasek,789308843,4.29,385,38,True
9213,This Is Push: New Stories From The Edge,David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell,439890284,3.63,223,23,
9214,This Is The Way The World Ends,James K. Morrow,156002086,3.75,1312,81,
9215,This Lullaby,Sarah Dessen,142501557,4.03,163599,4453,
9216,This Other Eden,Ben Elton,055277183X,3.72,2292,69,True
9217,This Present Darkness,Frank E. Peretti,1581345283,4.22,86548,1637,
9218,This Rough Magic,Mercedes Lackey/Eric Flint/Dave Freer,743499093,3.86,1189,23,
9219,This Side Of Brightness,Colum McCann,312421974,3.85,2506,264,
9220,This Side Of Paradise,Steven L. Layne,1589802543,3.73,549,80,
9221,Thomas Jefferson,R.B. Bernstein,195181301,4.01,4245,133,True
9222,Thomas Jefferson: Author Of America,Christopher Hitchens,60598964,3.91,2319,221,True
9223,Thorn In Her Side,Jane B. Mason/Sarah Hines Stephens,439798736,3.88,214,8,
9224,Thornhold,Elaine Cunningham,078691808X,3.67,1023,9,
9225,Three Books Of Occult Philosophy,Cornelius Agrippa/Donald Tyson,875428320,4.1,1245,28,True
9226,Three By Annie Dillard: Pilgrim At Tinker Creek  An American Childhood  The Writing Life,Annie Dillard,60920645,4.34,562,42,
9227,Three Case Histories,Sigmund Freud/Philip Rieff,684829452,3.9,622,21,
9228,Three Complete Novels: Billy Bathgate/World'S Fair/Loon Lake,E.L. Doctorow,517100789,4.29,17,3,
9229,Three Complete Novels: Howards End  A Room With A View  Where Angels Fear To Tread,E.M. Forster/Neil Felshman,517091267,4.22,389,31,
9230,Three Complete Novels: Postmortem / Body Of Evidence / All That Remains,Patricia Cornwell,765191121,4.29,476,16,
9231,Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,Michael Crichton,517084791,4.06,1004,31,
9232,Three Complete Novels: Tim/An Indecent Obsession/The Ladies Of Missalonghi,Colleen McCullough,517201666,3.67,39,7,
9233,Three Complete Xanth Novels,Piers Anthony,517122332,4.06,64,1,
9234,Three Famous Short Novels: Spotted Horses Old Man The Bear,William Faulkner,394701496,3.86,1457,117,
9235,Three Farmers On Their Way To A Dance,Richard Powers,60975091,3.82,742,49,
9236,Three Genres: Writing Fiction/Literary Nonfiction  Poetry  And Drama,Stephen Minot,132197383,3.64,36,3,
9237,Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides/Aeschylus/Edith Hamilton,393002039,4.06,77,13,
9238,Three Guineas,Virginia Woolf/Mark Hussey/Jane Marcus,156031639,3.87,2423,125,True
9239,Three Little Secrets,Liz Carlyle,743496124,3.84,1181,50,True
9240,Three Men In A Boat,Jerome K. Jerome,140621334,3.89,38313,2811,
9241,Three Men In A Boat And Three Men On The Bummel,Jerome K. Jerome/Jeremy Lewis,140437509,4.08,2318,182,
9242,Three Men In A Boat: To Say Nothing Of The Dog,Jerome K. Jerome,486451100,3.89,213,32,
9243,Three Nights In August: Strategy  Heartbreak  And Joy Inside The Mind Of A Manager,H.G. Bissinger,618710531,3.88,6870,237,
9244,Three Novels & Five Short Stories,Daphne du Maurier,517349175,4.12,33,2,
9245,Three Philosophies Of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song Of Songs—Life As Love,Peter Kreeft,898702623,4.3,437,52,
9246,Three Plays,Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum,413575608,3.74,7,0,True
9247,Three Plays By Aristophanes: Lysistrata/Women At The Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,415907446,3.94,96,8,
9248,Three Plays Of Euripides: Alcestis/Medea/The Bacchae,Euripides/Paul Roche,393093123,3.97,243,23,
9249,Three Plays: Desire Under The Elms / Strange Interlude / Mourning Becomes Electra,Eugene O'Neill/Luann Walther,679763961,4.08,1596,36,
